lead_id,lead_date,campaign_id,campaign_name,marketing_channel,target_segment,funnel_stage,is_mql,is_sql,is_opportunity,is_customer,deal_value_usd,days_to_close
LEAD-20246197,2024-08-27,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246198,2025-05-06,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,78
LEAD-20246199,2025-05-26,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Closed Won,1,1,1,1,20677.14,44
LEAD-20246200,2025-02-24,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246201,2025-04-14,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,22
LEAD-20246202,2024-07-24,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,11
LEAD-20246203,2024-05-24,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20246204,2024-02-19,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246205,2025-12-05,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246206,2025-03-13,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246207,2025-06-02,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246208,2024-02-23,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246209,2024-10-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246210,2025-08-24,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20246211,2025-10-02,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Opportunity,1,1,1,0,0.0,51
LEAD-20246212,2025-06-28,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246213,2024-10-23,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246214,2024-12-16,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20246215,2024-01-03,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246216,2025-07-23,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246217,2024-02-26,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Sales Qualified Lead,1,1,0,0,0.0,24
LEAD-20246218,2025-07-02,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246219,2024-05-15,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20246220,2024-09-01,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246221,2025-07-02,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20246222,2025-05-14,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246223,2024-01-15,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246224,2024-08-25,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,27
LEAD-20246225,2025-02-11,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20246226,2025-11-09,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246227,2025-04-09,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246228,2025-11-02,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20246229,2024-04-30,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246230,2025-12-04,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,29
LEAD-20246231,2025-11-05,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246232,2024-08-29,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,82
LEAD-20246233,2025-09-16,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246234,2025-07-23,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,16
LEAD-20246235,2024-01-05,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246236,2025-09-22,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246237,2024-04-15,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,86
LEAD-20246238,2025-05-21,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20246239,2025-05-03,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246240,2025-02-13,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246241,2024-08-21,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,39
LEAD-20246242,2024-11-30,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246243,2024-01-17,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246244,2025-09-19,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,27
LEAD-20246245,2025-05-28,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246246,2024-05-15,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246247,2025-06-26,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,13
LEAD-20246248,2024-03-06,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246249,2024-12-11,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,40
LEAD-20246250,2024-02-29,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,34
LEAD-20246251,2024-06-26,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246252,2024-07-15,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,27
LEAD-20246253,2024-07-28,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246254,2024-01-19,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246255,2024-05-15,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Closed Won,1,1,1,1,3076.15,38
LEAD-20246256,2025-02-24,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,88
LEAD-20246257,2024-02-02,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246258,2025-09-04,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246259,2024-08-31,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246260,2024-10-08,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,40
LEAD-20246261,2025-02-26,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20246262,2025-09-10,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20246263,2025-08-03,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246264,2024-09-22,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20246265,2025-05-24,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246266,2024-09-21,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246267,2025-06-16,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246268,2024-05-03,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,57
LEAD-20246269,2024-01-31,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,24
LEAD-20246270,2025-08-03,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,33
LEAD-20246271,2024-04-28,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246272,2024-12-18,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20246273,2024-08-22,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246274,2024-06-27,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,80
LEAD-20246275,2025-03-16,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246276,2025-07-02,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246277,2024-04-11,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246278,2024-02-10,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20246279,2025-06-05,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246280,2024-11-03,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246281,2025-09-10,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,58
LEAD-20246282,2025-06-29,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246283,2024-12-15,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20246284,2024-07-22,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,39
LEAD-20246285,2025-02-27,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20246286,2025-02-02,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246287,2025-12-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20246288,2024-09-12,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20246289,2025-03-11,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246290,2025-04-01,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246291,2025-12-09,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246292,2025-04-25,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246293,2025-05-26,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246294,2024-12-21,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,76
LEAD-20246295,2025-02-18,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246296,2025-05-26,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246297,2024-02-14,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,40
LEAD-20246298,2024-07-22,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246299,2025-05-21,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20246300,2024-12-29,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,18
LEAD-20246301,2024-10-22,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246302,2025-03-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,19
LEAD-20246303,2025-12-03,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246304,2025-11-08,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20246305,2024-11-29,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246306,2024-09-14,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246307,2024-02-07,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,80
LEAD-20246308,2024-07-15,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246309,2024-03-14,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20246310,2025-08-07,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,16
LEAD-20246311,2024-10-06,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Closed Won,1,1,1,1,9762.3,71
LEAD-20246312,2025-03-14,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246313,2024-03-06,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20246314,2025-01-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,39
LEAD-20246315,2024-02-04,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246316,2024-07-26,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20246317,2025-09-08,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Opportunity,1,1,1,0,0.0,28
LEAD-20246318,2024-02-19,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246319,2025-01-03,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,82
LEAD-20246320,2024-03-09,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Opportunity,1,1,1,0,0.0,62
LEAD-20246321,2025-01-08,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20246322,2025-02-08,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,58
LEAD-20246323,2025-04-18,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Opportunity,1,1,1,0,0.0,87
LEAD-20246324,2025-06-28,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20246325,2025-11-19,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246326,2024-01-30,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246327,2025-05-29,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246328,2024-06-05,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246329,2024-05-18,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246330,2025-11-20,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246331,2025-12-14,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,36
LEAD-20246332,2025-05-03,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20246333,2024-05-26,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20246334,2024-04-28,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,11
LEAD-20246335,2025-02-23,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246336,2024-06-13,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20246337,2025-07-03,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246338,2025-03-29,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246339,2025-08-04,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246340,2025-09-24,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246341,2025-10-25,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20246342,2024-08-25,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,31
LEAD-20246343,2024-04-26,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246344,2025-12-08,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20246345,2025-05-13,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,40
LEAD-20246346,2025-03-27,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,45
LEAD-20246347,2024-09-20,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20246348,2025-07-08,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Sales Qualified Lead,1,1,0,0,0.0,11
LEAD-20246349,2024-03-08,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20246350,2025-11-23,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246351,2025-02-05,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246352,2024-12-21,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246353,2025-07-14,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,41
LEAD-20246354,2025-04-01,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20246355,2024-08-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246356,2024-03-21,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20246357,2024-01-18,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20246358,2025-03-31,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Opportunity,1,1,1,0,0.0,73
LEAD-20246359,2024-08-11,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246360,2025-11-27,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246361,2024-04-16,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,34
LEAD-20246362,2025-06-22,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20246363,2025-04-12,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20246364,2025-03-01,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20246365,2024-06-24,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246366,2024-01-25,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20246367,2024-02-10,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,36
LEAD-20246368,2025-01-12,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20246369,2024-04-08,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246370,2025-10-31,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,45
LEAD-20246371,2024-08-10,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246372,2024-01-28,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246373,2025-08-26,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,20
LEAD-20246374,2025-04-23,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246375,2024-09-21,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,22
LEAD-20246376,2024-02-07,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20246377,2025-11-21,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246378,2025-05-16,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20246379,2024-01-29,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246380,2024-01-16,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,14
LEAD-20246381,2025-11-18,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Opportunity,1,1,1,0,0.0,72
LEAD-20246382,2025-04-09,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,32
LEAD-20246383,2025-06-16,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246384,2025-08-22,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,12
LEAD-20246385,2025-02-16,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246386,2025-01-23,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
